date,hour,demand
2021-03-05,17,100.47819993418499
2021-03-05,18,97.51350839092542
2021-03-05,19,92.77821448714187
2021-03-05,20,82.90584931384831
2021-03-05,21,71.9037793300276
2021-03-05,22,65.6012306396578
2021-03-05,23,57.7455911074668
2021-03-06,0,66.13925367412305
2021-03-06,1,63.690545925701805
2021-03-06,2,63.690545925701805
2021-03-06,4,62.03032358247661
2021-03-06,7,64.65081737809155
2021-03-06,8,70.29162457269103
2021-03-06,9,78.02071961252562
2021-03-06,10,98.38526936731603
2021-03-06,11,108.20267287925844
2021-03-06,12,130.73444441376566
2021-03-06,13,129.7094549368496
2021-03-06,14,125.675628468547
2021-03-06,15,126.77179270818148
2021-03-06,16,118.34518430200315
2021-03-06,17,109.43125948552476
2021-03-06,18,104.39077464992005
2021-03-06,19,98.02407764135907
2021-03-06,20,80.12094378070027
2021-03-06,21,69.92827781665656
2021-03-06,22,67.11021375755521
2021-03-06,23,57.38806192088606
2021-03-07,0,66.26136114313171
2021-03-07,1,59.255017478159395
2021-03-07,2,59.255017478159395
2021-03-07,3,58.20399607148606
2021-03-07,4,58.4379371706673
2021-03-07,5,57.27999877564515
2021-03-07,7,62.883503786462235
2021-03-07,8,68.43222343488091
2021-03-07,9,78.57189093589032
2021-03-07,10,95.13600828474635
2021-03-07,11,102.20050213342931
2021-03-07,12,111.88205841683155
2021-03-07,13,109.11068088900167
2021-03-07,14,105.58710314957467
2021-03-07,15,106.68326738920915
2021-03-07,16,99.2089944993046
2021-03-07,17,96.9281818673409
2021-03-07,18,92.03840254264945
2021-03-07,19,89.85909947767233
2021-03-07,20,77.7828363848584
2021-03-07,21,68.49644054931859
2021-03-07,22,62.193891858948746
2021-03-07,23,57.77470270907213
2021-03-08,0,57.23333770059772
2021-03-08,1,46.56331799262825
2021-03-08,2,46.56331799262825
2021-03-08,3,46.203262828222186
2021-03-08,4,46.32604831603596
2021-03-08,6,49.39321593723925
2021-03-08,7,58.66523539428176
2021-03-08,8,65.69026028995515
2021-03-08,9,70.30111029589739
2021-03-08,10,70.54094038025447
2021-03-08,11,73.96049437886096
2021-03-08,12,81.85253179923195
2021-03-08,13,81.85253179923195
2021-03-08,14,83.36311075862906
2021-03-08,15,83.36311075862906
2021-03-08,16,84.67692330993263
2021-03-08,17,86.21683645286943
2021-03-08,18,87.2503077927303
2021-03-08,19,83.08924336003187
2021-03-08,20,71.26696121893708
2021-03-08,21,61.626163516958506
2021-03-08,22,56.72706254412112
2021-03-08,23,52.6906035229662
2021-03-09,0,60.159491137171635
2021-03-09,1,53.38956572689417
2021-03-09,2,53.38956572689417
2021-03-09,3,53.029510562488106
2021-03-09,4,53.15229605030188
2021-03-09,5,53.398542806561615
2021-03-09,6,54.055018832117455
2021-03-09,7,62.92475260805038
2021-03-09,8,69.24182001835104
2021-03-09,9,73.85267002429327
2021-03-09,10,75.52785546834492
2021-03-09,11,78.94740946695141
2021-03-09,12,76.11402448512445
2021-03-09,13,76.11402448512445
2021-03-09,14,74.56028423616073
2021-03-09,15,74.16456862797493
2021-03-09,16,83.2463757730203
2021-03-09,17,85.38190978726526
2021-03-09,18,85.62530889705629
2021-03-09,19,80.03052647704521
2021-03-09,20,69.30524819425071
2021-03-09,21,66.46052160113612
2021-03-09,22,61.561420628298755
2021-03-09,23,58.22450538703423
2021-03-10,0,62.118388399584745
2021-03-10,1,57.985102430625055
2021-03-10,2,57.527763454174945
2021-03-10,4,56.81914622401012
2021-03-10,6,57.721869005825695
2021-03-10,7,66.6581366225205
2021-03-10,8,72.97520403282115
2021-03-10,9,76.74910624288087
2021-03-10,10,77.92427964234723
2021-03-10,11,81.34383364095372
2021-03-10,12,70.5458445722372
2021-03-10,13,70.5458445722372
2021-03-10,14,68.99210432327348
2021-03-10,15,68.59638871508768
2021-03-10,16,78.21210842257366
2021-03-10,17,80.34764243681862
2021-03-10,18,80.59104154660965
2021-03-10,19,78.15104259988239
2021-03-10,20,73.09838549844014
2021-03-10,21,68.81894790504695
2021-03-10,22,65.59912644637453
2021-03-10,23,63.81135823224534
2021-03-11,0,61.55582976850351
2021-03-11,2,55.9103023166048
2021-03-11,3,55.33351102132741
2021-03-11,4,54.98494895556865
2021-03-11,5,55.231195711828384
2021-03-11,6,55.887671737384224
2021-03-11,7,63.403326303587605
2021-03-11,8,69.72039371388826
2021-03-11,9,74.3312437198305
2021-03-11,10,79.39636487898571
2021-03-11,11,82.8159188775922
2021-03-11,12,81.69750996751753
2021-03-11,13,81.69750996751753
2021-03-11,14,80.04757466675878
2021-03-11,15,80.85785727110992
2021-03-11,16,84.16081534523497
2021-03-11,17,85.80546632618147
2021-03-11,18,85.05185150581129
2021-03-11,19,82.30881732564214
2021-03-11,20,71.43068510499378
2021-03-11,21,65.29911779855608
2021-03-11,22,62.55742458315341
2021-03-11,23,60.45816124161323
2021-03-12,0,63.23774569194201
2021-03-12,1,58.04955721649341
2021-03-12,2,57.5922182400433
2021-03-12,4,56.10509429398169
2021-03-12,5,56.35134105024143
2021-03-12,6,57.00781707579727
2021-03-12,7,63.612389193336355
2021-03-12,8,69.31761241844517
2021-03-12,9,77.03274241216717
2021-03-12,10,88.20017078495842
2021-03-12,11,92.8567420847761
2021-03-12,12,94.7188106284924
2021-03-12,13,93.69382115157634
2021-03-12,14,92.04388585081756
2021-03-12,15,92.8541684551687
2021-03-12,16,94.15701825076655
2021-03-12,17,95.80166923171306
2021-03-12,18,92.8369776884535
2021-03-12,19,86.92890581784881
2021-03-12,20,76.3856845803284
2021-03-12,21,70.2541172738907
2021-03-12,22,63.95156858352087
2021-03-12,23,59.127147241155726
2021-03-13,0,65.63515389143775
2021-03-13,1,63.0802612706643
2021-03-13,2,62.62292229421419
2021-03-13,5,54.715961382517406
2021-03-13,6,54.1609714021491
2021-03-13,7,58.39966249453617
2021-03-13,8,64.10488571964495
2021-03-13,9,77.53777453475381
2021-03-13,10,94.55091112653774
2021-03-13,11,101.6154049752207
2021-03-13,12,120.24219351675958
2021-03-13,13,120.31020605896309
2021-03-13,14,117.58202665556679
2021-03-13,15,120.82142321281752
2021-03-13,16,113.44223927791087
2021-03-13,17,105.28503596580721
2021-03-13,18,100.01201174572904
2021-03-13,19,92.47253677034693
2021-03-13,20,79.63041106527409
2021-03-13,21,70.90131112954846
2021-03-13,22,64.59876243917866
2021-03-13,23,62.52504671606666
2021-03-14,0,67.08512020531222
2021-03-14,1,61.30147120426884
2021-03-14,2,60.84413222781874
2021-03-14,3,54.806212614879655
2021-03-14,5,53.78031335185505
2021-03-14,6,53.55000433124483
2021-03-14,7,57.2742397247979
2021-03-14,8,62.822959373216534
2021-03-14,9,74.43217671546267
2021-03-14,10,88.69765829965951
2021-03-14,11,95.76215214834247
2021-03-14,12,104.78071891066679
2021-03-14,13,104.84873145287028
2021-03-14,14,102.21674710126905
2021-03-14,15,105.45614365851978
2021-03-14,16,98.79406202713774
2021-03-14,17,96.51324939517404
2021-03-14,18,91.6234700704826
2021-03-14,19,89.44416700550548
2021-03-14,20,77.36790391269155
2021-03-14,21,67.51281076355991
2021-03-14,22,61.21026207319005
2021-03-14,23,57.77470270907213
2021-03-15,0,55.6670144080011
2021-03-15,1,46.219689363960555
2021-03-15,2,45.762350387510445
2021-03-15,4,45.05373315734562
2021-03-15,5,44.905870487798516
2021-03-15,6,48.12090077854891
2021-03-15,7,56.467145762609434
2021-03-15,8,64.15744634006109
2021-03-15,9,68.76829634600332
2021-03-15,10,67.40511941989199
2021-03-15,11,70.82467341849848
2021-03-15,12,78.98672087475656
2021-03-15,13,78.98672087475656
2021-03-15,14,80.49729983415367
2021-03-15,15,80.49729983415367
2021-03-15,16,81.54110234957015
2021-03-15,17,83.08101549250695
2021-03-15,18,85.05221816105795
2021-03-15,19,80.89115372835953
2021-03-15,20,69.06887158726474
2021-03-15,21,59.89376607432398
2021-03-15,22,54.99466510148659
2021-03-15,23,51.589972419407374
2021-03-16,0,58.41780219169085
2021-03-16,1,52.81217617471261
2021-03-16,2,52.3548371982625
2021-03-16,4,51.646219968097675
2021-03-16,5,51.89246672435741
2021-03-16,6,52.54894274991325
2021-03-16,7,61.270881569061984
2021-03-16,8,67.58794897936264
2021-03-16,9,72.19879898530488
2021-03-16,10,72.82191016555754
2021-03-16,11,76.24146416416403
2021-03-16,12,76.61433096817554
2021-03-16,13,76.61433096817554
2021-03-16,14,74.96439566741678
2021-03-16,15,74.56868005923099
2021-03-16,16,82.08146661887179
2021-03-16,17,84.21700063311674
2021-03-16,18,85.47123879025891
2021-03-16,19,79.87645637024785
2021-03-16,20,69.35248241149236
2021-03-16,21,65.10844005818036
2021-03-16,22,60.209339085343
2021-03-16,23,58.265618668350804
2021-03-17,0,62.32664478752773
2021-03-17,1,57.13845631207913
2021-03-17,2,56.68111733562902
2021-03-17,4,52.28079304291324
2021-03-17,5,52.527039799172975
2021-03-17,6,53.183515824728815
2021-03-17,7,61.488017102347904
2021-03-17,8,67.80508451264856
2021-03-17,9,75.86354627355318
2021-03-17,10,76.48665745380585
2021-03-17,11,79.90621145241234
2021-03-17,12,77.19878747110482
2021-03-17,13,77.19878747110482
2021-03-17,14,74.54236222195189
2021-03-17,15,74.1466466137661
2021-03-17,16,81.6594331734069
2021-03-17,17,83.79496718765185
2021-03-17,18,85.04920534479402
2021-03-17,19,82.30617116462487
2021-03-17,20,74.0681135226317
2021-03-17,21,68.82177167473004
2021-03-17,22,65.60195021605763
2021-03-17,23,62.515776235953766
2021-03-18,0,63.0771350615934
2021-03-18,1,56.80070480220217
2021-03-18,2,56.80070480220217
2021-03-18,4,49.21444235361045
2021-03-18,5,49.46068910987019
2021-03-18,6,50.11716513542603
2021-03-18,7,61.232924534126546
2021-03-18,8,67.5499919444272
2021-03-18,9,75.60845370533183
2021-03-18,10,80.12151264527334
2021-03-18,11,83.54106664387983
2021-03-18,12,82.15531477189003
2021-03-18,13,82.15531477189003
2021-03-18,14,79.4988895227371
2021-03-18,15,79.99394096097069
2021-03-18,16,83.17800555051448
2021-03-18,17,84.82265653146099
2021-03-18,18,86.13549405438583
2021-03-18,19,83.39245987421668
2021-03-18,20,73.63429579915713
2021-03-18,21,67.50272849271943
2021-03-18,22,64.76103527731678
2021-03-18,23,62.661771935776585
2021-03-19,0,62.16524184578045
2021-03-19,2,58.46428340208198
2021-03-19,4,53.47862227543878
2021-03-19,5,53.72486903169852
2021-03-19,6,54.38134505725436
2021-03-19,7,61.42365010031661
2021-03-19,8,67.12887332542543
2021-03-19,9,77.45466727822729
2021-03-19,10,87.90073287798532
2021-03-19,11,92.557304177803
2021-03-19,12,89.55251879766442
2021-03-19,13,88.52752932074836
2021-03-19,14,85.87110407159543
2021-03-19,15,85.61194064396693
2021-03-19,16,86.80959702283882
2021-03-19,17,88.45424800378532
2021-03-19,18,87.7253093576403
2021-03-19,19,83.68884235672496
2021-03-19,20,78.57095795093306
2021-03-19,21,72.43939064449536
2021-03-19,22,66.13684195412554
2021-03-19,23,65.01357954952516
2021-03-20,0,67.90667902017769
2021-03-20,1,64.2635446154616
2021-03-20,2,64.2635446154616
2021-03-20,5,53.33017498425163
2021-03-20,6,52.77518500388332
2021-03-20,7,59.38812211907561
2021-03-20,8,65.09334534418441
2021-03-20,9,80.3812588434417
2021-03-20,10,97.92079422814207
2021-03-20,11,104.98528807682503
2021-03-20,12,119.51659904963071
2021-03-20,13,118.49160957271462
2021-03-20,14,111.58422282156782
2021-03-20,15,112.62807623363051
2021-03-20,16,107.13637049125697
2021-03-20,17,100.91549119757609
2021-03-20,18,97.70891932079293
2021-03-20,19,93.46534549384337
2021-03-20,20,81.74318793435933
2021-03-20,21,73.0140879986337
2021-03-20,22,66.7115393082639
2021-03-20,23,64.6378235851519
2021-03-21,1,56.20121490233489
2021-03-21,2,56.20121490233489
2021-03-21,3,52.26569180034543
2021-03-21,5,48.628175091568274
2021-03-21,7,54.54505605514219
2021-03-21,8,60.0293596730515
2021-03-21,9,65.8117460104462
2021-03-21,10,81.33166186379108
2021-03-21,11,89.20493482954168
2021-03-21,12,99.02994955248177
2021-03-21,13,98.00496007556569
2021-03-21,14,92.2002583246081
2021-03-21,15,93.24411173667079
2021-03-21,16,87.41658500023408
2021-03-21,17,86.57227878226489
2021-03-21,18,82.90741330733684
2021-03-21,19,85.95898926704545
2021-03-21,20,71.77438520091874
2021-03-21,21,64.20207065110486
2021-03-21,22,61.384006592003516
2021-03-21,23,58.26673203323971
2021-03-22,0,64.45725693095491
2021-03-22,1,49.1290623572371
2021-03-22,2,48.44036409341883
2021-03-22,5,45.12299715714496
2021-03-22,6,45.88477744753322
2021-03-22,7,56.131235215862745
2021-03-22,8,64.16487187015244
2021-03-22,9,67.21611547438354
2021-03-22,10,65.81755202535436
2021-03-22,11,70.04588514102849
2021-03-22,12,73.68555882387865
2021-03-22,13,73.68555882387865
2021-03-22,14,75.19613778327579
2021-03-22,15,75.19613778327579
2021-03-22,16,77.72473059232566
2021-03-22,17,79.26464373526245
2021-03-22,18,81.15359864002723
2021-03-22,19,76.91589640518538
2021-03-22,21,63.584112976416314
2021-03-22,22,60.70472251896823
2021-03-22,23,59.830467603403875
2021-03-23,0,58.739959425397856
2021-03-23,1,51.54128049094171
2021-03-23,6,50.85552552517204
2021-03-23,7,60.27885161176074
2021-03-23,8,65.46595361270896
2021-03-23,9,68.51719721694005
2021-03-23,10,69.22763342247313
2021-03-23,11,72.22615251310702
2021-03-23,12,68.79607473844668
2021-03-23,13,68.79607473844668
2021-03-23,14,67.15303641049381
2021-03-23,15,66.75732080230802
2021-03-23,16,75.03859042663554
2021-03-23,17,77.17412444088049
2021-03-23,18,77.17412444088049
2021-03-23,19,72.87629321028373
2021-03-23,20,66.08150685009211
2021-03-23,21,61.50722533131118
2021-03-23,22,58.8029194430811
2021-03-23,23,57.92866452751674
2021-03-24,0,60.074167574476924
2021-03-24,2,52.87548864002078
2021-03-24,5,51.42795338386285
2021-03-24,6,52.18973367425111
2021-03-24,7,61.61305976083981
2021-03-24,8,66.80016176178803
2021-03-24,9,69.85140536601912
2021-03-24,11,73.71420182594413
2021-03-24,12,76.29588196960964
2021-03-24,13,76.29588196960964
2021-03-24,14,74.65284364165677
2021-03-24,15,74.25712803347098
2021-03-24,16,82.5383976577985
2021-03-24,17,84.67393167204345
2021-03-24,18,84.67393167204345
2021-03-24,19,83.2278486812886
2021-03-24,20,72.77918474850712
2021-03-24,21,67.20260373513653
2021-03-24,22,66.17757736107139
2021-03-24,23,62.791200022875934
2021-03-25,0,61.00498336400563
2021-03-25,1,53.806304429549485
2021-03-25,2,53.806304429549485
2021-03-25,5,51.86513630504016
2021-03-25,6,52.62691659542842
2021-03-25,7,61.317991667607984
2021-03-25,8,67.63505907790864
2021-03-25,9,71.40896128796835
2021-03-25,10,75.75271967409034
2021-03-25,11,78.90507992848227
2021-03-25,12,81.19350087282288
2021-03-25,13,81.19350087282288
2021-03-25,14,79.63976062385916
2021-03-25,15,79.90806013861828
2021-03-25,16,84.96529641525194
2021-03-25,17,86.60994739619845
2021-03-25,18,86.83784731580064
2021-03-25,19,85.35637780212795
2021-03-25,20,73.98728313191779
2021-03-25,21,65.70721207351151
2021-03-25,22,62.965518858108865
2021-03-25,23,62.796427621619074
2021-03-26,0,60.97327683007216
2021-03-26,1,53.77459789561601
2021-03-26,2,53.77459789561601
2021-03-26,5,51.98920300733048
2021-03-26,6,52.64567903288632
2021-03-26,7,60.42567165640159
2021-03-26,8,66.13089488151039
2021-03-26,9,73.00907707934986
2021-03-26,10,83.4551426791079
2021-03-26,11,85.666473171261
2021-03-26,12,83.46250082137563
2021-03-26,13,82.43751134445957
2021-03-26,14,80.88377109549585
2021-03-26,15,81.15207061025497
2021-03-26,16,83.68898611377608
2021-03-26,17,85.33363709472259
2021-03-26,18,84.83659344432401
2021-03-26,19,81.90070519422794
2021-03-26,20,75.66285264284724
2021-03-26,21,69.0987476811878
2021-03-26,22,62.79619899081798
2021-03-26,23,61.67293658621763
2021-03-27,0,63.25931081338934
2021-03-27,1,56.98288055399811
2021-03-27,2,56.98288055399811
2021-03-27,3,55.07360028954052
2021-03-27,4,53.991300569217714
2021-03-27,6,54.366161239202
2021-03-27,7,60.14008050789245
2021-03-27,8,65.84530373300122
2021-03-27,9,77.68560547729612
2021-03-27,10,94.90632417463056
2021-03-27,11,100.57740191137306
2021-03-27,12,118.52965713951889
2021-03-27,13,117.5046676626028
2021-03-27,14,111.69996591164521
2021-03-27,15,113.27128226609551
2021-03-27,16,109.59254198709667
2021-03-27,17,102.87184508898751
2021-03-27,18,99.72786765413126
2021-03-27,19,93.15119989694095
2021-03-27,20,79.15351693508048
2021-03-27,21,69.99187934413311
2021-03-27,22,63.689330653763314
2021-03-27,23,61.92329940440666
2021-03-28,0,63.23319621361443
2021-03-28,1,56.36130542862844
2021-03-28,2,56.36130542862844
2021-03-28,3,54.452025164170855
2021-03-28,4,53.36972544384805
2021-03-28,5,53.36972544384805
2021-03-28,7,58.398879993094276
2021-03-28,8,63.94759964151293
2021-03-28,9,73.9642299129451
2021-03-28,10,88.2970548484842
2021-03-28,11,93.9681325852267
2021-03-28,12,100.3419257544966
2021-03-28,13,99.31693627758052
2021-03-28,14,93.51223452662293
2021-03-28,15,95.08355088107324
2021-03-28,16,92.1623368212906
2021-03-28,17,91.31803060332139
2021-03-28,18,88.96999772746243
2021-03-28,19,94.02155213672609
2021-03-28,20,82.6224308238089
2021-03-28,21,68.9782236127378
2021-03-28,22,62.67567492236797
2021-03-28,23,64.01543724766998
2021-03-29,0,64.56184983203387
2021-03-29,2,50.12873255952043
2021-03-29,3,49.768677395114366
2021-03-29,4,48.87559763087194
2021-03-29,5,48.72773496132484
2021-03-29,6,49.38421098688068
2021-03-29,7,59.75458335906291
2021-03-29,8,68.04556217208538
2021-03-29,9,72.65641217802762
2021-03-29,10,71.29323525191629
2021-03-29,11,72.2675484428582
2021-03-29,12,78.88117948717311
2021-03-29,13,78.88117948717311
2021-03-29,14,80.39175844657025
2021-03-29,15,77.74194468903146
2021-03-29,16,82.49186992819763
2021-03-29,17,85.53807647491826
2021-03-29,18,86.45343530035717
2021-03-29,19,83.46992357788484
2021-03-29,20,71.64764143679005
2021-03-29,21,67.21699860183682
2021-03-29,22,64.18026728171773
2021-03-29,23,59.29725820191512
2021-03-30,0,56.19572078149232
2021-03-30,2,52.005063881649555
2021-03-30,6,51.931548472296726
2021-03-30,7,62.6210189825606
2021-03-30,8,67.8081209835088
2021-03-30,9,70.85936458773989
2021-03-30,10,71.56980079327298
2021-03-30,11,72.54411398421489
2021-03-30,12,68.49387612434533
2021-03-30,13,68.49387612434533
2021-03-30,14,66.94013587538161
2021-03-30,15,63.89460650965702
2021-03-30,16,74.95374253100032
2021-03-30,17,78.5955699490291
2021-03-30,18,78.5955699490291
2021-03-30,19,75.79184094981213
2021-03-30,20,67.8770864440317
2021-03-30,21,65.30373679747767
2021-03-30,22,63.08430989700521
2021-03-30,23,61.472763373632844
2021-03-31,1,56.468029869450845
2021-03-31,2,56.468029869450845
2021-03-31,5,55.46114169706209
2021-03-31,6,56.11761772261793
2021-03-31,7,65.25572064147687
2021-03-31,8,70.82303731747817
2021-03-31,9,73.87428092170926
2021-03-31,10,74.46200557904407
2021-03-31,11,72.14469645214322
2021-03-31,12,68.02591286669914
2021-03-31,13,68.02591286669914
2021-03-31,14,66.47217261773542
2021-03-31,15,63.426643252010834
2021-03-31,16,77.84282535098207
2021-03-31,17,81.48465276901085
2021-03-31,18,81.48465276901085
2021-03-31,19,86.6968609783837
2021-03-31,20,76.68537333242232
2021-03-31,21,69.55876446438612
2021-03-31,22,67.16425299469569
2021-03-31,23,68.11115704665926
2021-04-01,0,56.803906215810315
2021-04-01,1,55.84524142886507
2021-04-01,2,55.84524142886507
2021-04-01,6,56.29395840321703
2021-04-01,7,65.04445086394993
2021-04-01,8,72.611038374027
2021-04-01,9,75.6622819782581
2021-04-01,10,78.28590755669651
2021-04-01,11,80.96778310099887
2021-04-01,12,82.40069390685946
2021-04-01,13,82.40069390685946
2021-04-01,14,80.84695365789574
2021-04-01,15,80.34699592840867
2021-04-01,16,85.18163530667977
2021-04-01,17,86.82628628762627
2021-04-01,18,87.96295278893398
2021-04-01,19,88.13355314884716
2021-04-01,20,72.07649926418766
2021-04-01,21,59.566526140967966
2021-04-01,22,61.666609372166256
2021-04-01,23,58.870159945438964
2021-04-02,0,58.36092747988301
2021-04-02,2,57.40226269293777
2021-04-02,5,57.8019104978609
2021-04-02,6,58.45838652341674
2021-04-02,7,65.58816694398612
2021-04-02,8,71.22897413858561
2021-04-02,9,75.23438891092727
2021-04-02,10,84.88478075806783
2021-04-02,11,91.63980426846967
2021-04-02,12,91.02311046294415
2021-04-02,13,89.99812098602806
2021-04-02,14,88.44438073706434
2021-04-02,15,87.94442300757727
2021-04-02,16,93.97535180239007
2021-04-02,17,95.62000278333657
2021-04-02,18,94.54559256175489
2021-04-02,19,92.90755289343177
2021-04-02,20,77.45052472576096
2021-04-02,21,65.73333197847604
2021-04-02,22,59.12302857678183
2021-04-02,23,57.29381036728193
2021-04-03,0,69.76418585005187
2021-04-03,1,63.950715580767444
2021-04-03,2,63.950715580767444
2021-04-03,3,62.056552138361
2021-04-03,5,61.132554842520086
2021-04-03,6,61.03452093684524
2021-04-03,7,66.19898650221432
2021-04-03,8,71.90420972732313
2021-04-03,9,84.17433859066556
2021-04-03,10,104.25276033541041
2021-04-03,11,118.29375979186607
2021-04-03,12,126.26328681806092
2021-04-03,13,125.23829734114483
2021-04-03,14,117.62789421121214
2021-04-03,15,117.12793648172507
2021-04-03,16,113.19770483190892
2021-04-03,17,106.4995841533164
2021-04-03,18,103.97432527647628
2021-04-03,19,101.20416587670276
2021-04-03,20,87.52705575388839
2021-04-03,21,72.29102828653747
2021-04-03,22,62.19624025357478
2021-04-03,23,55.73226204490805
2021-04-04,0,64.86850146599687
2021-04-04,1,60.369678441108604
2021-04-04,2,60.369678441108604
2021-04-04,3,59.318657034435276
2021-04-04,6,58.6213067926776
2021-04-04,7,63.99816474941146
2021-04-04,8,69.54688439783017
2021-04-04,9,79.99334178830986
2021-04-04,10,94.46509698904065
2021-04-04,11,108.5060964454963
2021-04-04,12,105.0347026557922
2021-04-04,13,104.00971317887613
2021-04-04,14,96.39931004894343
2021-04-04,15,97.72694917096426
2021-04-04,16,90.49515281152985
2021-04-04,17,87.50961182396989
2021-04-04,18,86.85836464165207
2021-04-04,19,92.78525404637821
2021-04-04,20,81.70670557250713
2021-04-04,21,68.37347811868756
2021-04-04,22,58.27869008572483
2021-04-04,23,54.92050545171675
2021-04-05,0,55.06832889713587
2021-04-05,1,43.68132284176304
2021-04-05,2,43.68132284176304
2021-04-05,3,43.32126767735698
2021-04-05,5,44.852490469057265
2021-04-05,6,46.79790042138139
2021-04-05,7,56.24394637724535
2021-04-05,8,64.5833704904152
2021-04-05,9,69.19422049635745
2021-04-05,10,69.43405058071453
2021-04-05,11,70.5059454057081
2021-04-05,12,76.487469121673
2021-04-05,13,76.487469121673
2021-04-05,14,77.99804808107011
2021-04-05,15,77.99804808107011
2021-04-05,16,79.66607436334615
2021-04-05,17,81.20598750628295
2021-04-05,18,81.99605973635279
2021-04-05,19,78.47149883179353
2021-04-05,20,67.86179333164156
2021-04-05,21,56.87750233712215
2021-04-05,22,52.46328035204241
2021-04-05,23,46.98328741639507
2021-04-06,0,48.84016454322918
2021-04-06,1,48.525472888326355
2021-04-06,2,48.525472888326355
2021-04-06,5,50.09074994142742
2021-04-06,6,50.74722596698326
2021-04-06,7,60.56896575793542
2021-04-06,8,66.88603316823608
2021-04-06,9,70.6599353782958
2021-04-06,10,71.28304655854846
2021-04-06,11,72.35494138354204
2021-04-06,12,63.898913318450944
2021-04-06,13,63.898913318450944
2021-04-06,14,62.3451730694872
2021-04-06,15,60.33237632921729
2021-04-06,16,72.19618446400982
2021-04-06,17,74.33171847825477
2021-04-06,18,74.33171847825477
2021-04-06,19,71.11019280713741
2021-04-06,20,66.89485711242865
2021-04-06,21,58.04348775583465
2021-04-06,22,53.62926577075493
2021-04-06,23,51.4525883819015
2021-04-07,2,54.79745933294844
